Entry	Entry name	Protein names	Taxonomic lineage (PHYLUM)	Taxonomic lineage (ORDER)	Taxonomic lineage (SPECIES)	Taxonomic lineage (FAMILY)
A0A2A5RTR6	A0A2A5RTR6_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2A5RUE0	A0A2A5RUE0_9LACT	Type II secretion protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2A5RUF0	A0A2A5RUF0_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2A5RUJ8	A0A2A5RUJ8_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2A5RWB0	A0A2A5RWB0_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2A5RXI0	A0A2A5RXI0_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2A5RXM3	A0A2A5RXM3_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2A5RY93	A0A2A5RY93_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2A5RZU1	A0A2A5RZU1_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus plantarum	Streptococcaceae
A0A2A5S3I1	A0A2A5S3I1_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus plantarum	Streptococcaceae
A0A2A7DD28	A0A2A7DD28_BACAN	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus anthracis	Bacillaceae
A0A2A7DD55	A0A2A7DD55_BACAN	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus anthracis	Bacillaceae
A0A2A7E4X6	A0A2A7E4X6_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. AFS094611	Bacillaceae
A0A2A7E5A5	A0A2A7E5A5_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. AFS094611	Bacillaceae
A0A2A7GL88	A0A2A7GL88_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2A7HPT5	A0A2A7HPT5_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A7HVE1	A0A2A7HVE1_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A7HYE0	A0A2A7HYE0_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A7I137	A0A2A7I137_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A7I172	A0A2A7I172_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A7I348	A0A2A7I348_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A7JWN9	A0A2A7JWN9_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2A7XAK2	A0A2A7XAK2_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A2A7XEI1	A0A2A7XEI1_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A2A7YYY8	A0A2A7YYY8_BACMY	Uncharacterized protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A2A7Z569	A0A2A7Z569_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A2A7ZH68	A0A2A7ZH68_BACMY	Uncharacterized protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A2A8CCA1	A0A2A8CCA1_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A2A8GSD0	A0A2A8GSD0_9BACI	Hypothetical Cytosolic Protein	Firmicutes	Bacillales	Bacillus pseudomycoides	Bacillaceae
A0A2A8J2Z0	A0A2A8J2Z0_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8JF41	A0A2A8JF41_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8LSJ7	A0A2A8LSJ7_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8NRH4	A0A2A8NRH4_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8RQ19	A0A2A8RQ19_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8RQV4	A0A2A8RQV4_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8RXV7	A0A2A8RXV7_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8S144	A0A2A8S144_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8SI34	A0A2A8SI34_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. AFS018417	Bacillaceae
A0A2A8URF8	A0A2A8URF8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. AFS015896	Bacillaceae
A0A2A8UST9	A0A2A8UST9_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. AFS015896	Bacillaceae
A0A2A8VIS9	A0A2A8VIS9_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2A8W1I3	A0A2A8W1I3_PRIMG	DUF4176 domain-containing protein	Firmicutes	Bacillales	Priestia megaterium (Bacillus megaterium)	Bacillaceae
A0A2A8X4W9	A0A2A8X4W9_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8X4Y0	A0A2A8X4Y0_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A8Y4I5	A0A2A8Y4I5_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2A9BQM5	A0A2A9BQM5_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. es.034	Bacillaceae
A0A2A9BQR6	A0A2A9BQR6_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. es.034	Bacillaceae
A0A2A9TJ33	A0A2A9TJ33_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B0BBV5	A0A2B0BBV5_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B0DD32	A0A2B0DD32_BACTU	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B0EW80	A0A2B0EW80_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B0JLN9	A0A2B0JLN9_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B0JRY3	A0A2B0JRY3_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B0KJB3	A0A2B0KJB3_BACCE	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B0LL27	A0A2B0LL27_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B0MIU3	A0A2B0MIU3_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B0WKF6	A0A2B0WKF6_BACAN	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus anthracis	Bacillaceae
A0A2B0XW99	A0A2B0XW99_BACAN	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus anthracis	Bacillaceae
A0A2B0Y5S9	A0A2B0Y5S9_BACAN	Uncharacterized protein	Firmicutes	Bacillales	Bacillus anthracis	Bacillaceae
A0A2B1DT45	A0A2B1DT45_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B1I5G7	A0A2B1I5G7_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B1PXA1	A0A2B1PXA1_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B1ZJL5	A0A2B1ZJL5_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B2FEH8	A0A2B2FEH8_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B2GFK4	A0A2B2GFK4_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B2XY09	A0A2B2XY09_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B2Z6C5	A0A2B2Z6C5_PRIMG	DUF4176 domain-containing protein	Firmicutes	Bacillales	Priestia megaterium (Bacillus megaterium)	Bacillaceae
A0A2B3E0N1	A0A2B3E0N1_BACTU	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B3KP45	A0A2B3KP45_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B3LR97	A0A2B3LR97_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B3P7S8	A0A2B3P7S8_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B3QVQ8	A0A2B3QVQ8_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B4F3Q2	A0A2B4F3Q2_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. AFS059628	Bacillaceae
A0A2B4FJ27	A0A2B4FJ27_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. AFS059628	Bacillaceae
A0A2B4J3I3	A0A2B4J3I3_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B4NNU9	A0A2B4NNU9_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. AFS075960	Bacillaceae
A0A2B4XJQ8	A0A2B4XJQ8_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A2B4Y9I6	A0A2B4Y9I6_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A2B5DD57	A0A2B5DD57_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus toyonensis	Bacillaceae
A0A2B5I932	A0A2B5I932_9BACI	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A2B5KRG1	A0A2B5KRG1_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A2B5PZI8	A0A2B5PZI8_BACMY	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus mycoides	Bacillaceae
A0A2B5WS49	A0A2B5WS49_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A2B5XA81	A0A2B5XA81_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A2B6CB53	A0A2B6CB53_BACAN	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus anthracis	Bacillaceae
A0A2B7FVM6	A0A2B7FVM6_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus toyonensis	Bacillaceae
A0A2B8LSA9	A0A2B8LSA9_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B9ANJ4	A0A2B9ANJ4_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B9DX75	A0A2B9DX75_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B9E341	A0A2B9E341_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B9E9U5	A0A2B9E9U5_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B9EBZ8	A0A2B9EBZ8_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B9FX06	A0A2B9FX06_BACTU	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2B9W261	A0A2B9W261_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2B9X136	A0A2B9X136_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C0I947	A0A2C0I947_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C0V0P1	A0A2C0V0P1_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus pseudomycoides	Bacillaceae
A0A2C1BRN1	A0A2C1BRN1_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C1D8Z0	A0A2C1D8Z0_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C1DWT9	A0A2C1DWT9_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C1E3I4	A0A2C1E3I4_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C1EEL6	A0A2C1EEL6_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C1K456	A0A2C1K456_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. AFS040349	Bacillaceae
A0A2C1K4P2	A0A2C1K4P2_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. AFS040349	Bacillaceae
A0A2C1L0M0	A0A2C1L0M0_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. AFS040349	Bacillaceae
A0A2C1SFM9	A0A2C1SFM9_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C1ZFL3	A0A2C1ZFL3_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C1ZXY4	A0A2C1ZXY4_BACCE	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C2A5X4	A0A2C2A5X4_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C2CKC3	A0A2C2CKC3_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C2TMC4	A0A2C2TMC4_BACCE	Uncharacterized protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C3HNS3	A0A2C3HNS3_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C3X8X9	A0A2C3X8X9_9BACI	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus pseudomycoides	Bacillaceae
A0A2C4DQ19	A0A2C4DQ19_9BACI	Cytoplasmic protein (DUF4176 domain-containing protein)	Firmicutes	Bacillales	Bacillus wiedmannii	Bacillaceae
A0A2C4FQ02	A0A2C4FQ02_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus toyonensis	Bacillaceae
A0A2C4RQQ8	A0A2C4RQQ8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus toyonensis	Bacillaceae
A0A2C4V0I4	A0A2C4V0I4_9BACI	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus pseudomycoides	Bacillaceae
A0A2C5QA01	A0A2C5QA01_9BACI	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus toyonensis	Bacillaceae
A0A2C5RCV9	A0A2C5RCV9_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2C6MGD1	A0A2C6MGD1_9FIRM	Uncharacterized protein	Firmicutes	Eubacteriales	Desulfotomaculum profundi	Peptococcaceae
A0A2C6WLQ3	A0A2C6WLQ3_9STAP	Type II secretion protein	Firmicutes	Bacillales	Staphylococcus edaphicus	Staphylococcaceae
A0A2C9YIV2	A0A2C9YIV2_BACTU	Uncharacterized protein	Firmicutes	Bacillales	Bacillus thuringiensis	Bacillaceae
A0A2G6HJV9	A0A2G6HJV9_9ACTO	Uncharacterized protein	Actinobacteria	Actinomycetales	Actinomycetales bacterium	
A0A2G7HZE3	A0A2G7HZE3_STAEP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus epidermidis	Staphylococcaceae
A0A2H3QSU5	A0A2H3QSU5_9BACI	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus sp. AFS012607	Bacillaceae
A0A2I0R8H3	A0A2I0R8H3_BACCE	Two-component sensor kinase citS	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2I0RAE1	A0A2I0RAE1_BACCE	Type VII secretion protein EssA	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2I1TT25	A0A2I1TT25_STRPA	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus parasanguinis	Streptococcaceae
A0A2I1Z9P7	A0A2I1Z9P7_STRSL	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus salivarius	Streptococcaceae
A0A2I5KG29	A0A2I5KG29_STRSU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus suis	Streptococcaceae
A0A2J9EXN4	A0A2J9EXN4_9STRE	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Streptococcus sp. FDAARGOS_256	Streptococcaceae
A0A2K2TVX3	A0A2K2TVX3_9CLOT	Uncharacterized protein	Firmicutes	Eubacteriales	Clostridium sp. chh4-2	Clostridiaceae
A0A2K2TWI5	A0A2K2TWI5_9CLOT	Uncharacterized protein	Firmicutes	Eubacteriales	Clostridium sp. chh4-2	Clostridiaceae
A0A2K4AH70	A0A2K4AH70_9STAP	DUF4176 domain-containing protein (Putative EsaC protein analog (Listeria type 3)) (Uncharacterized protein conserved in bacteria)	Firmicutes	Bacillales	Staphylococcus schweitzeri	Staphylococcaceae
A0A2K4DNW4	A0A2K4DNW4_9STAP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus pettenkoferi	Staphylococcaceae
A0A2K4FCE4	A0A2K4FCE4_9STAP	DUF4176 domain-containing protein	Firmicutes	Bacillales	Staphylococcus argensis	Staphylococcaceae
A0A2K8TIF0	A0A2K8TIF0_ENTMU	Uncharacterized protein	Firmicutes	Lactobacillales	Enterococcus mundtii	Enterococcaceae
A0A2K8ZGV4	A0A2K8ZGV4_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. HBCD-sjtu	Bacillaceae
A0A2K8ZIU5	A0A2K8ZIU5_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. HBCD-sjtu	Bacillaceae
A0A2K8ZJQ8	A0A2K8ZJQ8_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. HBCD-sjtu	Bacillaceae
A0A2K9J3I5	A0A2K9J3I5_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Virgibacillus dokdonensis	Bacillaceae
A0A2L0D3D7	A0A2L0D3D7_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus pluranimalium	Streptococcaceae
A0A2L0D3E1	A0A2L0D3E1_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus pluranimalium	Streptococcaceae
A0A2L0D3E7	A0A2L0D3E7_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus pluranimalium	Streptococcaceae
A0A2L0D438	A0A2L0D438_9STRE	Uncharacterized protein	Firmicutes	Lactobacillales	Streptococcus pluranimalium	Streptococcaceae
A0A2M9FUQ8	A0A2M9FUQ8_ENTMU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus mundtii	Enterococcaceae
A0A2M9FUX2	A0A2M9FUX2_ENTMU	DUF4176 domain-containing protein	Firmicutes	Lactobacillales	Enterococcus mundtii	Enterococcaceae
A0A2M9MVY1	A0A2M9MVY1_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus sp. GM2FR	Paenibacillaceae
A0A2M9N2D2	A0A2M9N2D2_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus sp. GM2FR	Paenibacillaceae
A0A2N1JRC5	A0A2N1JRC5_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. SN10	Bacillaceae
A0A2N1JRE9	A0A2N1JRE9_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. SN10	Bacillaceae
A0A2N1JRF9	A0A2N1JRF9_9BACI	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus sp. SN10	Bacillaceae
A0A2N1JYF3	A0A2N1JYF3_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. SN10	Bacillaceae
A0A2N2BGY9	A0A2N2BGY9_9FIRM	Uncharacterized protein	Firmicutes		Firmicutes bacterium HGW-Firmicutes-3	
A0A2N2BGZ8	A0A2N2BGZ8_9FIRM	Uncharacterized protein	Firmicutes		Firmicutes bacterium HGW-Firmicutes-3	
A0A2N3NV03	A0A2N3NV03_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. BI3	Bacillaceae
A0A2N5IA65	A0A2N5IA65_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. M6-12	Bacillaceae
A0A2N5M903	A0A2N5M903_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Peribacillus deserti	Bacillaceae
A0A2N5PAI0	A0A2N5PAI0_RUMGN	Transposase	Firmicutes	Eubacteriales	Ruminococcus gnavus	Lachnospiraceae
A0A2N5PAP6	A0A2N5PAP6_RUMGN	Uncharacterized protein	Firmicutes	Eubacteriales	Ruminococcus gnavus	Lachnospiraceae
A0A2N6R899	A0A2N6R899_9BACI	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus sp. UMB0899	Bacillaceae
A0A2N6RGZ9	A0A2N6RGZ9_9BACI	Uncharacterized protein	Firmicutes	Bacillales	Bacillus sp. UMB0899	Bacillaceae
A0A2N9DUY3	A0A2N9DUY3_9LACO	Uncharacterized protein	Firmicutes	Lactobacillales	Latilactobacillus fuchuensis	Lactobacillaceae
A0A2P8MCV9	A0A2P8MCV9_9CLOT	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium sp. NJ4	Clostridiaceae
A0A2P8MCW6	A0A2P8MCW6_9CLOT	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium sp. NJ4	Clostridiaceae
A0A2P8MKC7	A0A2P8MKC7_9CLOT	DUF4176 domain-containing protein	Firmicutes	Eubacteriales	Clostridium sp. NJ4	Clostridiaceae
A0A2R2IAX8	A0A2R2IAX8_BACCE	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cereus	Bacillaceae
A0A2R5HG93	A0A2R5HG93_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus termiticola	Streptococcaceae
A0A2R7ZRR8	A0A2R7ZRR8_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2R7ZRY9	A0A2R7ZRY9_9LACT	EsaC-like protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2R7ZT03	A0A2R7ZT03_9LACT	Uncharacterized protein	Firmicutes	Lactobacillales	Lactococcus piscium	Streptococcaceae
A0A2R7ZZ35	A0A2R7ZZ35_CARDV	Uncharacterized protein	Firmicutes	Lactobacillales	Carnobacterium divergens (Lactobacillus divergens)	Carnobacteriaceae
A0A2R8A257	A0A2R8A257_CARDV	Uncharacterized protein	Firmicutes	Lactobacillales	Carnobacterium divergens (Lactobacillus divergens)	Carnobacteriaceae
A0A2R9SR54	A0A2R9SR54_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus vortex	Paenibacillaceae
A0A2R9SXK6	A0A2R9SXK6_9BACL	Uncharacterized protein	Firmicutes	Bacillales	Paenibacillus vortex	Paenibacillaceae
A0A2S1A9S9	A0A2S1A9S9_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cytotoxicus	Bacillaceae
A0A2S1ABX3	A0A2S1ABX3_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus cytotoxicus	Bacillaceae
A0A2S5W7R9	A0A2S5W7R9_9MICO	Uncharacterized protein	Actinobacteria	Micrococcales	Rathayibacter tritici	Microbacteriaceae
A0A2S5W8A3	A0A2S5W8A3_9MICO	Uncharacterized protein	Actinobacteria	Micrococcales	Rathayibacter tritici	Microbacteriaceae
A0A2S5W8G2	A0A2S5W8G2_9MICO	Transposase	Actinobacteria	Micrococcales	Rathayibacter tritici	Microbacteriaceae
A0A2S5XQ71	A0A2S5XQ71_RATRA	Uncharacterized protein	Actinobacteria	Micrococcales	Rathayibacter rathayi (Corynebacterium rathayi)	Microbacteriaceae
A0A2S5XSM4	A0A2S5XSM4_RATRA	Uncharacterized protein	Actinobacteria	Micrococcales	Rathayibacter rathayi (Corynebacterium rathayi)	Microbacteriaceae
A0A2S5XSN1	A0A2S5XSN1_RATRA	Uncharacterized protein	Actinobacteria	Micrococcales	Rathayibacter rathayi (Corynebacterium rathayi)	Microbacteriaceae
A0A2S6DFQ4	A0A2S6DFQ4_STAAU	DUF4176 domain-containing protein (EsaC protein analog (Listeria type 3)) (Type II secretion protein)	Firmicutes	Bacillales	Staphylococcus aureus	Staphylococcaceae
A0A2S7F665	A0A2S7F665_CLOBU	Uncharacterized protein	Firmicutes	Eubacteriales	Clostridium butyricum	Clostridiaceae
A0A2S7RRC9	A0A2S7RRC9_ENTMU	Uncharacterized protein	Firmicutes	Lactobacillales	Enterococcus mundtii	Enterococcaceae
A0A2S7RRH0	A0A2S7RRH0_ENTMU	Uncharacterized protein	Firmicutes	Lactobacillales	Enterococcus mundtii	Enterococcaceae
A0A2S7RT42	A0A2S7RT42_ENTMU	Uncharacterized protein	Firmicutes	Lactobacillales	Enterococcus mundtii	Enterococcaceae
A0A2S8PMN7	A0A2S8PMN7_9BACL	Cytoplasmic protein	Firmicutes	Bacillales	Paenibacillus sp. AR247	Paenibacillaceae
A0A2S8U9T1	A0A2S8U9T1_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. MYb209	Bacillaceae
A0A2S8UAA8	A0A2S8UAA8_9BACI	Cytoplasmic protein	Firmicutes	Bacillales	Bacillus sp. MYb209	Bacillaceae
A0A2S8VXN7	A0A2S8VXN7_9BACI	DUF4176 domain-containing protein	Firmicutes	Bacillales	Bacillus sp. MYb78	Bacillaceae
